,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,y
338,"-5,38","1,58","-5,47","7,55","-5,11","-0,54","-8,15","-5,61","3,91","-8,88","15,7","12,16","-8,81","3,89","15,84",13,"-2,13","4,52","0,27","22,36","-3,53","12,1","15,32","-7,96","-6,25","7,84","5,22","3,48","-7,45","-6,9","-11,1","7,36","13,17","11,23","0,33","-8,69","9,44","2,28","1,21","6,74","-1,77","10,25","2,15","6,04","17,1","6,35","-6,83","20,18","17,99","18,94","29,92","-31,99","2,29","-0,58","-5,31","-0,17","9,99","11,7","6,77","-5,87","0,91","6,48","-1,84",-4,"-11,76","-14,24","25,34","12,66","9,9","23,32","21,55","34,2","-11,93","10,47","18,13","-28,25","3,73","24,47","4,48","-20,92","27,34","6,55","-16,03","-52,26","20,07","30,04","-17,68","6,38","-20,22","-43,9","1,66","-1,55","23,09","22,26","-5,92","-30,53","-5,61","-39,1","-22,56","-14,8","31,69","33,09","-104,98","-0,6","48,98","34,68","27,64","14,41","-24,93","-13,76","-2,98","42,73","-73,67","-12,54","25,58","3,35","55,22","-18,95","-45,5","40,34","-8,67","18,03","-15,11","4,72","-6,12","20,31","-13,97","-43,8","-15,43","26,33","0,72","82,73","-27,04","-78,68","137,94","-12,48","41,28","93,02","63,58","-16,93","-87,82","44,58","-25,59","-42,47","-11,94","-22,72","57,68","32,64","6,44","-22,75","-64,5","14,92","24,15","131,15","-85,14","-6,94","-11,4","-7,77","-33,84","73,4","19,04","120,5","3,33","-41,85","17,04","7,73","3,43","-107,9","63,14","-6,95","69,81","-5,45","9,05","-109,08","-37,02","-15,82","-64,22","159,9","4,11","17,84","205,98","-53,84","-60,18","-30,02","87,99","123,4","-155,67","62,31","278,75","33,55","83,14","211,23","31,1","33,37","-106,38","117,28","24,19","-227,52","246,24","-139,3","87,48"
339,"12,42","13,5","3,05","15,19","-1,16","-4,11","0,47","-0,15","-1,86","-4,12","13,15","15,42","-11,31","13,07","28,08","9,3","10,94","10,2","7,52","32,59","25,14","28,97","25,12","-6,51","7,41","-3,15","6,25","-20,26","6,42","-10,53","-25,75","-7,73","3,76","19,08","-14,91","-18,08","-3,11","1,02","19,18","14,44","-3,59","20,68","6,74","3,27","-6,06","-3,84","16,56","6,94","-5,6","32,34","10,12","-30,6","-4,14","-19,27","-8,54","1,14","-1,78","26,91","12,36","22,25","14,51","-6,05","-4,29","19,95","-22,82","-15,15","16,5","55,47","13,02","30,61","47,09","22,93","5,54","-8,85","-3,52","-10,19","-53,19","21,48","-9,66","10,48","-3,34","26,62","-21,92","-67,65","3,02","-46,5","-64,6","0,67","3,85","-49,11","-11,97","-12,63","-4,08","29,27","-88,28","-91,65","-9,35","14,89",-59,"30,13","155,1","-51,2","-73,86","-18,06",78,"10,8","98,51","19,63","-13,85","-15,4","6,28","36,31","-59,13","7,64","10,27","-34,47","-21,69","-10,97","-69,56","37,09","83,46","-13,88","5,91","3,87","74,82","109,07","-69,72","-34,36","4,11","14,98","22,91","163,83","-108,6","-14,01","73,14","23,82","-28,36","-76,63","24,43","-47,23","-13,05","104,33","29,63","60,47","-49,61","-20,12","276,92","-5,98","-310,15","13,68","-85,08","10,78","-119,99","422,54","-56,07","-27,38","36,2","-3,18","108,3","104,86","130,9","170,03","26,97","18,29","-5,98","59,83","176,86","-160,11","-48,7","67,06","-117,18","-57,18","2,18","-280,45","-57,63","-104,53","-52,68","-20,73","-45,7","-25,84","156,33","-42,02","-61,83","-185,9","124,7","106,68","-150,11","90,16","238,2","43,61","261,38","211,76","-63,2","-99,17","-90,62","110,5","-217,18","-210,95","-132,9","-219,2","20,49"
340,"4,01",9,5,"5,04","0,23","4,09","0,27","-9,56","-7,78","-3,27","0,31","1,85","-4,03","7,17","8,77","-22,3","9,28","2,76","1,25","19,8","7,77","5,08","14,31","-3,91","-6,03","-2,91","0,85","-9,87","-3,15","-3,74","-30,48","-13,02","-2,26","3,7","-10,75","2,17","7,45","0,39","19,03","14,54","-6,08","14,75","2,18","5,83","-15,16","-17,27","6,46","13,97","14,17","35,31","33,62","-22,43","9,46","-12,12","-20,96","-10,99","1,42","-7,92","15,73","6,85","-13,35","12,36","-7,62","4,81","-9,66","15,24","19,88","18,1","14,62","14,3","60,4","13,51","-15,02","-7,27","-33,84","-14,68","-65,38","11,51","14,34","22,89","12,03","-13,62","-35,83","-16,82","29,17","-71,69","-73,72","26,24","-2,22","-6,09","-17,66","1,38","-5,06","26,01","-73,85","-110,92","-1,99","-31,33","7,24","30,4","175,37","-28,52","-22,39","-29,14","1,08","26,56","128,96","14,05","7,55","-20,2","33,21","13,92","-54,37","8,13","4,74","-26,2","2,56","-23,76","2,54","31,09","95,68","14,12","36,59","18,54","70,53","33,68","-93,23","33,52","-31,88","-9,78","-16,16","103,96","-67,32","-24,36","-94,6","0,95","14,75","-4,01","7,61","-58,9","8,27","63,32","7,18","5,52","-42,75","-7,48","301,24","12,65","-393,79","9,52","27,85","-29,88","-125,69","437,12","30,92","-38,24","36,98","-11,49","159,86","119,9","108,67","113,83","26,57","17,06","-56,97","-30,81","222,93","11,31","-33,14","42,64","-65,33","-39,38","4,36","-246,11","-33,23","43,57","-129,67","-64,73","-17,89","33,33","0,59","-63,23","108,31","-264,98","112,88","108,92","0,84","91,23","-126,16","45,52","265,28","17,18","-16,87","-90,8","-7,43","25,68","-228,5","99,96","-37,6","-194,43","25,73"
341,"9,25","2,52","-3,91","5,25","-9,05","-9,36","2,1","-5,17","3,63","-15,2","14,72","2,95","-7,19","-7,85","13,88","13,85","7,9","-13,48","-2,68","21,07","-12,11","5,86","15,41","-10,21","-0,53","2,08","8,79","-6,76","-9,51","-3,23","-19,95","15,9","4,39","26,93","9,41","10,09","-15,57","-12,1","-5,46","7,28",-2,"15,04","18,51","-10,79","6,52","-16,46","-1,89","9,34","-2,53","5,55","7,19","-11,37","44,14","-8,36","10,94","42,4","51,47","6,32","21,72","-10,57","-42,98","50,98","-22,93","-19,91","0,42","-15,46","-2,45","31,62","5,69","12,42","12,88","-34,8","-20,24","-13,49","8,51","3,71","79,16","31,43","13,56","19,46","10,57","10,86","-13,69","-42,28","-6,51","86,28","-53,78","33,86","-15,17","-51,23","-4,46","15,16","-27,96","10,84","26,99","-7,32","8,68","-57,11","-42,68","-5,65","55,03","-25,11","-75,19","-21,89","53,33","9,51","-11,72","-21,77","-14,75","-7,18","-0,54","25,75","-44,6","14,26","15,07","-9,35","-27,14","-11,77","-51,61","-15,38","-34,19","8,09","-18,82","11,6","-72,32","50,02","39,93","-48,9","-62,77","-43,19","-49,5","82,28","-36,27","-30,3","121,33","23,83","39,05","0,4","31,99","190,75","-38,64","64,54","2,98","-12,72","-157,93","20,87","262,02","39,38","56,97","19,76","-93,2","-28,69","-181,01","30,74","-55,44","36,66","28,73","23,78","112,25","79,87","31,53","128,14","-36,09","-30,24","21,14","31,63","-6,44","-122,24","61,17","-39,79","52,06","-64,87","7,67","172,54","0,24","-86,19","3,02","160,83","15,93","-9,86","195,16","67,93","-76,23","-126,02","50,05","-79,68","-164,49","43,73","345,9","-96,47","80,73","199,21","-17,89","152,7","-91,99","116,54",-39,"-260,96","2,79","-69,62","63,48"
342,"-2,76","-6,47","-4,94","17,63","-20,83","7,82","-5,81","-21,84","6,04","-2,01","17,11","7,27","-15,6","4,95","20,07","-4,6","5,25","2,62","-0,76","34,5","15,44","10,1","16,88","1,76","-8,34","-5,79",17,"-22,64","-15,25","-18,09","-26,39","11,54","12,96","12,59","4,57","-1,65","10,56","4,8","32,66","0,98","12,97","8,73","-14,05","1,57","22,68","-5,01","-13,76","21,19","0,24","57,24","23,83","-22,62","43,25","-16,57","-14,64","-25,22","-2,15","-12,73","32,77","13,84","-45,46","39,09","-6,48","-10,85","-19,59","-15,22","38,66","5,67","16,53","32,75","74,8","-3,23","-5,65","-8,36","-25,25","-10,93","-67,18","14,16","41,74","12,63","16,48","-2,55","-21,58","-38,87","36,81","-78,06","-93,85","35,61","-42,08","-56,14","-20,84","-12,16","-21,69","18,36","-119,57","-155,94","1,95","-53,86","-15,3","-27,45","217,11","-47,1","-111,08","-24,44","20,44","21,16","184,6","-4,61","-19,29","-58,23","43,38","30,34","-131,8","-10,18","66,11","27,42","9,67","-57,15","-33,2","69,42","123,01","-2,99","-23,01","17,17","93,14","76,58","-109,97","-76,9","-55,97","-21,77","-59,12","200,61","-2,41","-146,05","116,77","12,77","55,07","18,98","110,09","-86,05","-114,14","17,52","-0,29","18,23","-108,25","-11,5","435,15","78,38","-454,26","12,42","-27,78","-2,81","-149,15","617,45","-99,91","125,79","17,96","-43,19","152,9","173,16","144,74","161,26","-34,97","-70,67","2,37","-89,76","262,66","-62,79","69,01","29,18","45,68","-70,86","30,32","-361,38","-40,49","96,47","-99,29","-13,38","14,66","-97,33","254,37","30,16","12,42","-338,88","147,72","-51,12","-143,16","88,98","233,96","-112,37","370,27","180,43","-80,77","-164,78","-93,37","93,64","-296,92","-178,96","213,96","-308,19","30,41"
343,"-1,16","-0,93","-7,19","3,2","-2,39","-3,74","-3,63","-12,98","21,33","-4,88","23,88","17,18","-7,85","9,42","7,38","22,07","1,47","12,01","-3,18","26,84","8,11","2,23","10,92","7,12","-2,36","-2,43","4,39","-8,68","-5,64","-16,17","-6,45","14,63","17,43","18,39","13,47","-15,74","3,38","-3,26","36,27",-6,"21,52","5,32","-1,86","2,52","26,64","-4,82","-19,1","16,84","8,06","31,54","26,66","-14,92","-3,06","3,58","-14,7","-13,11","-14,23","13,27","13,45","0,86","3,78","15,71","-9,6","-3,79","-6,21","-22,37","22,28","14,6","3,7","35,55","54,8","20,07",11,"-4,26","-25,55","-20,78","-72,73","31,66","11,89","-37,27","14,44","21,63","-0,74","-60,76","19,99","-69,29","-60,41","30,8","-29,47","-76,12","0,68","-30,74","15,17","-5,49","-69,52","-79,45","-11,34","-38,06","-38,92","-29,47","154,47","-15,82","-123,48","-4,99","71,13","27,15","117,12","-11,98","-35,7","-44,37","10,27","55,48","-100,11","31,17","34,33","33,72","5,29","-16,44","-41,44","23,42","100,22","-2,61","-57,89","11,71","68,05","21,31","-100,62","-137,78","-26,66","29,75","29,57","96,33","2,52","-152,5","240,53","0,76","22,46","59,26","86,69","-93,8","-121,67","-1,75","-14,19","15,09","-22,58","-17,01","224,77","41,53","-332,18","21,85","-98,29","-3,88","-73,18","377,9","-165,5","29,06","-15,32","23,37","110,75","94,03","90,21","131,2","-8,53","-93,23","65,95","16,71","181,6","-150,31","56,93","2,37","68,2","-58,07","22,11","-288,02","-41,91","-5,39","0,87","-20,66","15,01","31,45","326,92","50,03","-145,34","-190,92","77,85","3,99","-193,5","-24,31","563,24","-32,63","214,69","284,82","28,08","-96,95","-151,74","181,18","-179,77","-382,23","138,55","-190,11","34,54"
344,"0,35","-2,28","2,88","15,54","7,07","-1,41","-3,41","-9,34","3,23","-4,28","8,9","20,72","-8,51","2,64","8,76","-2,12","13,54","-13,93","10,95","24,1","6,35","1,7","13,85","-4,67","2,52","-7,11","3,54","-18,48","3,42","-2,83","-22,33","-11,94","10,91","20,59","3,51","-5,9","0,65","-0,3","11,07","6,34","-0,85","9,36","-6,73","-13,09","-13,57","3,23","8,42","3,47","-13,15","23,91","10,34","9,8","6,66","-10,29","-1,52","14,61","25,77","4,83","5,3","-9,01","27,39","0,63","-16,67","6,77","-2,25","-15,19","-16,03","42,85","4,31","21,14","4,03","4,41","13,56","-4,78","-13,02","10,65","42,29","25,45","-3,8","8,22","-3,39","23,56","-18,95","-63,58","22,19","42,56","-31,4","22,55","-7,98","-46,14","-26,79","-7,56","-15,13","12,01","6,24","-32,81","-14,89","12,4","-9,67","9,76","52,14","-51,34","-72,18","-8,63","39,97","-5,84","57,06","-1,02","-26,33","-37,84","39,53","39,82","-79,9","44,36","23,21","7,42","-26,61","-26,22","-5,11","-21,47","14,38","-48,28","4,03","-21,83","-23,63","4,8","22,44","-74,41","-73,57","-16,09","41,84","63,27","-88,09","-101,4","75,92","-2,89","-31,52","-92,99","59,39","71,71","-48,05","76,71","28,98","85,7","-139,09","2,27","267,3","-10,99","-81,14","28,51","-48,08","-11,52","-123,02","121,84","-86,21","-26,48","74,36","-21,12","107,51","83,02","9,86","195,21","29,14","-48,22","19,8","-28,46","66,24","-145,32","-24,44","89,42","-87,88","-43,72","21,66","62,03","50,8","24,31","-111,4","78,98","5,22","29,96","227,97","45,26","-39,91","-206,08","170,94","9,15","-116,22","21,51","306,18","-26,62","130,79","161,51","-82,76","24,6","-97,14","139,6","-94,52","-191,64","-264,58","-67,24","27,2"
345,"-5,53","17,26","1,91","1,09","0,09","13,4","-18,05","-12,05","-4,37","-1,77","9,73","16,6","14,29","17,74","4,04","-7,14","14,5","-0,16","-9,36","39,24","8,47","30,37","15,33","-28,4","-1,47","8,57","16,07","8,84","-3,58","-27,19","-10,22","-6,84","17,71","7,16","4,89","-15,67","7,15","5,96","-37,12","2,66","1,44","40,92","24,98","15,68","17,9","6,03","-2,09","14,02","-3,87",-5,"4,94","-32,44","-0,68","-6,78","-7,37","31,28","34,24","-26,31","22,1","18,72","-6,9","-1,65","14,54","4,79","-6,43","10,28","20,78","4,02","16,13","44,61","-38,91","26,09","8,88","15,94","40,47","2,29","67,64","25,01","11,91","-18,13","7,16","-7,59","-16,03","-19,5","34,53","88,76","38,81","-12,3","-60,51","-48,73","-3,25","-31,65","10,8","38,15","51,34","31,46","-11,5","-2,07","36,53","-29,36","-60,55","-27,78","-85,04","-7,62",-23,"0,84","-52,75","28,35","-14,45","-19,56","-4,63","46,11","-122,06","-0,09","21,28","13,8","6,3","-22,84","2,1","33,47","-61,58","-14,2","5,9","-2,12","-39,19","44,84","51,11","4,07","40,12","34,16","13,23","29,73","1,94","-131,55","1,11","-21,42","17,8","-24,14","88,5","82,11","-88,42","103,41","-0,73","3,78","-61,15","-33,06","-52,76","7,22","246,18","27,23","-15,25","0,35","17,72","-210,12","-12,17","-23,31","22,88","-19,47","-43,11","-40,81","-34,51","161,83","26,62","-72,97","-34,43","-139,62","-106,91","-14,05","-1,58","1,85","-24,59","43,1","60,48","329,61","49,27","179,53","-273,74","83,55","-0,04","-8,78","144,72","-37,98",49,"106,65","239,91","25,62","-97,03","179,89","-51,37","10,89","-87,5","56,08","2,66","102,34","-1,91","74,66","80,61","7,58","40,48",57,"90,89"
346,"-5,54","8,93","2,72","6,21","-28,43","-3,84","5,42","-2,36","9,01","-5,9","10,59","2,22","3,71","4,13","31,9","15,29","6,22","3,67","0,57","8,8","23,13","42,38","6,64","-7,87","-11,06","-5,84","-0,02","1,48","-7,46","5,86","-23,23","4,85","-2,68","21,48","18,58","-15,68","4,59","7,93","2,82","3,19","14,39","-11,62","-8,32","11,92","29,13","-17,71","4,36","15,97","3,03","27,47","16,71","-37,79","46,93","-4,84","-25,98","-6,11","-11,75","29,58","29,25","21,04","-60,79","65,23","-11,54","4,58","-22,57","-33,72","29,84","37,59","20,11","4,03","42,11","-5,82","-14,2","26,92","14,3","-37,63","-69,46","12,96","59,22","5,73","13,91","26,25","-2,02","-55,19","1,16","-37,89","-16,94","-28,89","14,37","-45,52","-5,67","3,74","20,62","-16,99","-82,11","-47,04","-8,88","-80,46","-57,46","-2,8","41,11","-33,5","-61,04","-47,66","89,25","56,32","43,17","-2,65","-21,11","-76,91","-7,62","18,13","-11,62","15,28","28,39","2,2","7,86","-3,67","-62,82","111,7","44,49","16,18","-24,76","26,36","38,25","41,09","-19,23","-89,42","40,85","38,34","-78,5","73,24","-41,86","-29,43","180,95","-9,48","55,37","62,81","25,35","-80,23","-28,08","2,48","-26,97","-43,68",26,"-39,75","78,32","122,07","-143,28","34,84","-89,62","-6,7","-1,43","213,98","-125,57","114,68","-12,2","-2,13","-8,35","52,21","61,02","78,66","-52,23","-9,55","57,03","79,84","60,28","-172,11","20,42","7,65","48,65","-109,55","-7,51","-302,85","-56,74","-156,32","120,24","-37,23","35,38","-9,74","207,84","-21,62","-129,18","-14,42","-4,91","59,78","-159,57","-66,63","491,44","-29,28","84,1","258,11","2,13","-137,34","-157,8","101,29","-156,09","-341,84","320,8","-178,17","12,28"
347,"-12,28","0,44","9,66","12,45","2,87","0,54","9,84","-13,35","16,66","-8,82","28,4","10,38","-1,06","-2,92","19,3","10,34","21,6","-2,72","5,9","31,57","11,64","16,44","12,9","-3,72","-7,29","-8,72","14,13","6,03","-4,12","-28,7","-16,58","10,83","22,96","18,07","8,35","-22,97","7,64","10,17","16,23","-4,32","0,6","28,36","7,41","10,22","-14,28","-15,01","-12,89","-2,61","-13,03","21,46","30,96","-27,32","-1,04","1,83","-16,62","-11,1","1,17","-10,83","4,35","18,96","12,28","11,81","0,67","28,32","1,15","2,08","9,94","-3,3","2,67","29,09","32,54","16,65","11,43","25,75","3,57","-3,67","-51,1","24,68","30,46","14,54","-9,71","3,14","-7,21","-28,14","21,29","-9,9","-10,64","0,19","-62,98","-68,11","-0,89","-6,86","-3,67","11,44","-34,96","-16,6","-43,78","-17,22","13,8","-46,09","65,96","-44,75","-99,1","-44,07","-14,47",20,"41,7","-8,16","-34,91","-40,26","-19,07","44,66","-105,74","42,4","34,09","34,95","-32,54","-32,23","-4,66","10,81","40,17","-52,94","-38,64","-0,04","33,38","7,79","-40,71","-72,98","10,66","52,24","4,79","64,78","22,58","-112,79","134,76","-28,39","-25,28","-81,39","95,15","-81,09","-104,6","49,85","11,21","17,16","4,69","-51,43","46,69","25,96","-106,77","78,95","-68,77","-12,4","14,89","146,19","-68,89","-16,83","64,84","-4,59","4,09","38,82","40,78","126,96","3,47","-113,82","23,86","-103,8","50,22","-63,71","-59,53","54,41","-137,24","-51,14","40,31","-166,99","-26,74","100,69","-127,74","25,76","-6,99","17,07","250,67","-15,39","-55,54","-11,92","110,35","97,41","-144,81","70,44","263,23","-24,71","58,21","98,51","-63,53","-70,62","-45,48","125,99","-80,55","-182,37","-191,62","-133,6","-28,08"
348,"6,65","-6,65","-0,94","13,66","-1,72","-3,59","5,85","-5,48","15,71","-2,3","25,51","0,53","-2,61","0,99","1,94","14,2","2,66","-3,89","-2,33","20,01","-0,95","-14,66","16,87","8,85","1,25","-3,08","7,99","-12,92","-1,52","-14,85","-12,71","20,74","6,2","21,8","9,6","5,63","-9,81","-6,52","26,05","-2,91","2,77","6,32","3,97","-5,15","8,4","-11,86","-8,19","8,16","-2,14","16,58","25,76","4,89","43,48","2,38","8,78","9,17","29,72","2,84","11,85",-12,"-44,53","28,33",-14,"-11,73","2,38","-28,18","17,35","10,14","11,86","22,99","21,22","1,93","-29,43","-7,83","-8,64","0,82","-1,33","27,22","25,34","21,41","14,84","4,2","-12,07","-49,29","22,65","12,08","-41,34","37,49","-35,15","-72,86","-7,6","15,16","-0,48","-3,05","-24,08","-49,41","-1,92","-81,72","-22,3",-40,"118,15","-14,03","-111,9","-40,03","36,29","20,09","81,77","-10,07","-42,18","-19,54","11,84","39,96","-79,17","-5,61","51,25","18,71","3,86","-33,11","-27,37","60,08","52,83","26,81","-42,65","42,91","8,33","24,8","-48,74","-98,62","-73,16","-12,93","-68,42","110,58","-0,21","-96,55","208,27","-14,96","39,87","71,61","90,51","38,28","-96,21","29,4","-7,69","-33,17","-126,77","8,64","321,45","61,81","-164,03","-12,88","-96,05","-13,42","-163,44","201,33","-107,37","48,22","22,55","4,26","116,86","95,52","71,11","130,14","-51,94","-90,24","51,24","-43,32","113,64","-146,85","39,42","-26,52","40,87","-56,23","31,72","-4,51","17,3","-16,64","-22,63","35,01","-7,56","-2,69","316,24","-20,83","-111,96","-219,03","63,09","18,15","-200,62","7,31","473,03","-41,72","174,83",223,"-19,8","26,07","-134,68","136,45","-129,78","-328,98","161,45","-117,39","48,58"
349,"-3,17","-15,63","-5,96","6,5","-15,25","3,12","-8,71","-15,98","18,64","-8,6","23,47","-5,18","-11,37","5,93","20,2","19,15","-6,04","9,73","-2,63","16,08","16,36","3,3","-1,2","11,75","-18,15","-10,03","12,59","-7,73","0,4","-9,13","-12,7","21,94","6,61","14,28","-11,35","15,57","2,07","-2,59","43,22","17,41","3,94","4,51","-13,88","0,12","18,6","8,26","-11,9","25,82","26,87","42,33","27,6","-13,23","26,27","-23,73","-13,89","-38,84","-24,15","4,43","18,41","12,35","-24,8","0,68","-1,49","-12,45","-18,96","-23,92","28,06","9,07","6,23","16,56","77,43","10,39","-8,53","0,33","-30,7","-20,95","-115,83","19,49","11,24","24,3","9,99","13,88","-1,71","-25,23","10,86","-86,5","-67,8","28,33","-39,72","-54,44","-9,37","-3,62","-9,95","-17,32","-116,97","-102,62","23,7","-22,32","-14,14","-40,99","189,39","-25,13","-54,28","10,82","14,26","0,17","168,38","14,79","-26,7","-44,01","-0,14","29,5","-55,6","-51,32","48,28","23,92","63,85","-23,3","-30,05",87,"133,4","29,67","-39,11","14,05","103,23","29,65","-127,81","-96,34","-42,67","-45,92","-25,74","150,02","70,97","-99,09","172,36","-7,44","44,97","63,24","68,8","-163,46","-90,47","-29,4","-0,74","32,15","-26,68","15,68","300,17","27,57","-417,84","-64,51","-85,71","9,18","-56,38","516,18","-141,82","102,15","22,24","-85,44","74,38","132,18","119,01","35,16","-7,1","-76,13","44,94","-40,15","213,89","-84,94","13,61","74,92","36,27","-80,65","27,85","-467,5","-65,19","27,6","-13,22","-24,76","6,96","-85,84","242,14","-36,18","-94,74","-231,62","35,71",4,"-132,87","-1,76","369,5","-15,06","283,78","196,2","-61,68","-196,31","-131,79","81,63","-229,78","-237,4","258,2","-284,08","-7,12"
350,"-8,32","-4,36","-2,2","0,26","-10,69","-5,98","-5,85","-7,7","10,08","-8,87","13,18","17,82","-3,33","12,61","10,19","-0,28","4,42","22,48","11,51","17,88","-2,17","3,91","24,64","-3,11","-4,35","6,1","2,13","6,99","-9,38","-13,47","-20,63","8,78","10,88","11,67","1,05","-25,1","5,06","-6,28","13,59","8,74","10,99","24,08","0,43","-7,59","15,94","1,12","-2,82","17,58","2,29","3,95","24,8","-9,04","-13,9","-13,7","-14,38","-9,11","3,38","8,57","14,52","8,71","-3,93","0,01","2,42","17,73","-31,3","-16,48","18,67","26,44","4,12","47,53","11,28","43,95","12,1","4,91","4,93","-33,45","-21,59","25,62","13,53","-42,72","15,99","-6,75","-9,45","-68,19","35,17","-4,55","11,81","-4,62","-18,6","-55,1","-18,96","-27,39","31,43","16,23","-6,89","17,92","-19,27","-2,83","-13,52","-5,38","14,58","-6,7","-109,04","-12,9","26,07","43,11","13,15","33,84","-37,26","-28,02","-37,4","57,52","-94,1","-11,1","26,04","-0,89","30,9","-35,22","-11,38","85,38","11,7","6,7","-3,1","-13,29","4,34","-5,28","-33,99","-70,38","26,14","79,07","16,14","14,75","-62,36","-112,06","58,68","-16,95","30,88","38,1","73,86","-62,39","-66,64","75,27","-12,64","3,58","35,62","-53,54","-62,87","48,66","28,32","-2,04","-39,68","47,64","71,02","26,62","-67,91","-3,71","-8,96","-11,21","-62,35","13,63","10,54","214,27","12,02","-59,24","-2,06","-18,46","-13,34","-106,86","50,99","19,99","-34,59","-15,44","29,01","-97,35","-33,05","52,75","-159,11","51,99","-46,28","-44,6","244,92","-60,26","-2,81","64,41","114,13","208,47","-106,64","38,61","203,99","33,61","-26,98","180,54","-6,56","-25,36","-102,35","150,22","39,42","-144,26","231,62","-55,51","51,52"
351,"-5,64","-0,11","-7,16","8,31","-6,07","0,41","-12,69","-7,64","-2,09","3,94","6,13","10,27","-7,95","13,9","9,88","-3,27","7,35","15,84","10,79","22,45","6,76","7,4","15,04","2,81","-1,14","3,86","4,01","1,17","3,64","1,77","-7,97","-3,59","4,28","2,72","-5,52","-26,81","5,75","1,05","17,44","6,4","-5,02","9,81","4,6","15,04","7,89","12,17","0,78","4,37","11,37","23,36","37,33","-40,9","-8,4","-2,69","-4,56","-25,37","-5,27","15,47","0,29","22,49","21,04","-12,18","7,68","16,59","-21,91","10,53","23,37","15,21","24,42","13,88","49,82","46,31","-6,8","3,96","-15,49","-25,52","-85,32","12,42","-14,4","-8,85","15,88","3,11","-27,58","-40,33","3,8","-77,55","-47,39","12,18","17,43","-0,5","5,71","-2,76","15,22","37,46","-92,75","-111,09","0,02","-5,7","-45,5","53,9","150,63","6,38","-55,41","11,28","43,41","21,83","132,33","-8,52","7,31","-42,48","22,4","33,99","-31,83","-4,03","-26,35","-30,31","45,28","-9,87","-29,87","48,5","122,48","-21,19","22,02","-20,68","107,16","51,22","-111,8","8,84","-11,64","31,6","35,37","138,59","-99,92","5,6","-41,37","-22,43","5,71","33,11","-23,59","-125,79","0,03","34,91","-12,16","23,88","-2,83","-28,13","244,22","7,05","-367,85","-24,27","4,97","39,27","-60,85","449,79","14,34","-6,25","4,33","7,04","68,06","119,76","120,73","106,52","24,72","57,5","-38,4","99,2","194,95","-12,26","-2,01","95,53","-50,76","-19,72","-41,43","-307,48","-52,79","-26,18","-15,81","-94,3","-9,86","17,46","-33,87","-62,2","64,85","-202,82","28,64","143,46","-2,22","52,85","-47,48","79,54","259,13","67,27","-17,1","-124,82","-1,28","68,48","-195,23","3,48","95,5","-222,66","54,79"
